index,randomTime0(seconds),randomX0(meters),randomY0(meters),soc0,destX0(meters),destY0(meters),batteryCapacityUser0(kwh),ecrUser0(kwh/km),randomTime1(seconds),randomX1(meters),randomY1(meters),soc1,destX1(meters),destY1(meters),batteryCapacityUser1(kwh),ecrUser1(kwh/km),randomTime2(seconds),randomX2(meters),randomY2(meters),soc2,destX2(meters),destY2(meters),batteryCapacityUser2(kwh),ecrUser2(kwh/km),randomTime3(seconds),randomX3(meters),randomY3(meters),soc3,destX3(meters),destY3(meters),batteryCapacityUser3(kwh),ecrUser3(kwh/km),randomTime4(seconds),randomX4(meters),randomY4(meters),soc4,destX4(meters),destY4(meters),batteryCapacityUser4(kwh),ecrUser4(kwh/km),randomTime5(seconds),randomX5(meters),randomY5(meters),soc5,destX5(meters),destY5(meters),batteryCapacityUser5(kwh),ecrUser5(kwh/km),randomTime6(seconds),randomX6(meters),randomY6(meters),soc6,destX6(meters),destY6(meters),batteryCapacityUser6(kwh),ecrUser6(kwh/km),randomTime7(seconds),randomX7(meters),randomY7(meters),soc7,destX7(meters),destY7(meters),batteryCapacityUser7(kwh),ecrUser7(kwh/km),randomTime8(seconds),randomX8(meters),randomY8(meters),soc8,destX8(meters),destY8(meters),batteryCapacityUser8(kwh),ecrUser8(kwh/km),randomTime9(seconds),randomX9(meters),randomY9(meters),soc9,destX9(meters),destY9(meters),batteryCapacityUser9(kwh),ecrUser9(kwh/km),randomTime10(seconds),randomX10(meters),randomY10(meters),soc10,destX10(meters),destY10(meters),batteryCapacityUser10(kwh),ecrUser10(kwh/km),randomTime11(seconds),randomX11(meters),randomY11(meters),soc11,destX11(meters),destY11(meters),batteryCapacityUser11(kwh),ecrUser11(kwh/km),randomTime12(seconds),randomX12(meters),randomY12(meters),soc12,destX12(meters),destY12(meters),batteryCapacityUser12(kwh),ecrUser12(kwh/km),randomTime13(seconds),randomX13(meters),randomY13(meters),soc13,destX13(meters),destY13(meters),batteryCapacityUser13(kwh),ecrUser13(kwh/km),randomTime14(seconds),randomX14(meters),randomY14(meters),soc14,destX14(meters),destY14(meters),batteryCapacityUser14(kwh),ecrUser14(kwh/km),randomTime15(seconds),randomX15(meters),randomY15(meters),soc15,destX15(meters),destY15(meters),batteryCapacityUser15(kwh),ecrUser15(kwh/km),randomTime16(seconds),randomX16(meters),randomY16(meters),soc16,destX16(meters),destY16(meters),batteryCapacityUser16(kwh),ecrUser16(kwh/km),randomTime17(seconds),randomX17(meters),randomY17(meters),soc17,destX17(meters),destY17(meters),batteryCapacityUser17(kwh),ecrUser17(kwh/km),randomTime18(seconds),randomX18(meters),randomY18(meters),soc18,destX18(meters),destY18(meters),batteryCapacityUser18(kwh),ecrUser18(kwh/km),randomTime19(seconds),randomX19(meters),randomY19(meters),soc19,destX19(meters),destY19(meters),batteryCapacityUser19(kwh),ecrUser19(kwh/km),randomTime20(seconds),randomX20(meters),randomY20(meters),soc20,destX20(meters),destY20(meters),batteryCapacityUser20(kwh),ecrUser20(kwh/km),randomTime21(seconds),randomX21(meters),randomY21(meters),soc21,destX21(meters),destY21(meters),batteryCapacityUser21(kwh),ecrUser21(kwh/km),randomTime22(seconds),randomX22(meters),randomY22(meters),soc22,destX22(meters),destY22(meters),batteryCapacityUser22(kwh),ecrUser22(kwh/km),randomTime23(seconds),randomX23(meters),randomY23(meters),soc23,destX23(meters),destY23(meters),batteryCapacityUser23(kwh),ecrUser23(kwh/km)
67,1364,7430,1979,0.052,2914,300,29.0,0.185,4985,5538,6122,0.054,8154,8716,31.5,0.195,8406,7890,6098,0.045,3580,8522,27.0,0.205,12400,7698,573,0.042,6923,172,29.5,0.165,15803,4393,5490,0.051,5692,576,26.5,0.195,19313,4089,972,0.04,5463,2752,26.5,0.17,23011,420,2294,0.046,5019,2019,27.0,0.17,26597,8712,3497,0.053,4753,2564,26.5,0.2,30214,3724,7714,0.06,4328,9047,22.5,0.185,33789,2169,7740,0.059,2218,3844,23.0,0.19,37517,7017,6421,0.041,4983,7079,22.5,0.205,41145,5057,6713,0.055,3662,2330,27.0,0.195,45050,1872,6835,0.056,2401,9589,31.5,0.2,48232,3617,4895,0.031,3862,1611,26.5,0.2,51801,567,3000,0.04,5082,501,29.5,0.17,55526,895,7645,0.032,8805,879,27.0,0.21,59158,8349,6297,0.046,7877,8092,29.0,0.2,62663,1903,6061,0.054,269,9438,22.5,0.18,66140,4268,284,0.058,7271,2211,29.5,0.16,70020,5511,2645,0.059,7854,4407,31.5,0.2,73224,3509,2377,0.052,388,2626,26.5,0.2,77226,8734,6171,0.05,319,7527,26.5,0.18,80823,2568,790,0.049,3452,4476,22.5,0.19,84383,2110,8639,0.053,22,4511,29.0,0.2
68,1396,6488,4532,0.057,70,8615,26.5,0.18,4996,690,3849,0.045,4019,2599,27.0,0.16,8418,8193,2967,0.031,8769,582,29.0,0.2,12408,6108,4206,0.059,7355,795,29.0,0.165,15820,175,2202,0.046,6964,1777,27.0,0.16,19331,7642,684,0.057,6422,4618,31.5,0.19,23012,6911,6748,0.06,3306,6461,23.0,0.195,26619,7834,7435,0.053,9470,7781,22.0,0.18,30248,5241,4795,0.038,4354,1082,23.0,0.21,33798,3336,1275,0.034,4959,6738,30.0,0.195,37551,5804,3829,0.03,3000,7296,22.0,0.16,41158,8893,3012,0.032,5778,1864,26.5,0.21,45050,8560,4433,0.031,4926,5723,23.0,0.185,48295,5112,5016,0.036,9632,6285,26.5,0.17,51872,7416,6479,0.05,2570,1672,23.0,0.19,55559,6948,3911,0.034,9143,9144,29.5,0.18,59170,5559,1141,0.039,8158,7785,29.5,0.2,62712,908,6637,0.051,5828,5720,29.0,0.185,66162,5281,1474,0.048,3521,8783,22.0,0.21,70028,8049,5481,0.055,6703,2890,29.0,0.205,73243,1810,4098,0.036,2841,6675,29.0,0.16,77253,4784,2298,0.034,836,6202,26.5,0.195,80856,8644,4788,0.043,8214,9121,31.5,0.205,84393,2384,2571,0.06,9395,9657,22.5,0.16
69,1403,3594,4440,0.05,5106,5618,29.5,0.185,5007,6528,1115,0.053,6931,4397,22.0,0.16,8441,4248,8232,0.059,4853,8115,23.0,0.185,12475,8574,2436,0.033,9161,5324,30.0,0.195,15825,7328,2668,0.048,235,8050,32.0,0.18,19333,8804,3389,0.041,9883,6253,29.5,0.18,23013,5448,6280,0.044,9283,6964,23.0,0.16,26646,4846,8595,0.034,1585,6960,23.0,0.18,30251,1081,7577,0.046,7746,3362,27.0,0.185,33813,5011,1151,0.034,1887,3567,29.5,0.16,37589,581,7110,0.043,4717,4074,30.0,0.16,41181,2763,3374,0.03,4746,5031,22.0,0.195,45115,5539,4920,0.047,8245,3452,26.5,0.195,48303,1008,3801,0.052,4379,3020,30.0,0.16,51875,8349,538,0.036,4612,815,31.5,0.185,55563,3794,5925,0.049,2845,2915,27.0,0.195,59172,6456,6681,0.057,2478,7490,29.0,0.16,62721,6651,2139,0.04,2757,4921,22.0,0.195,66166,8082,5625,0.036,8819,8150,30.0,0.17,70054,5642,4159,0.04,4184,4915,31.5,0.18,73267,4563,8595,0.034,4567,5815,29.5,0.21,77253,2568,1509,0.044,4390,7502,23.0,0.17,80873,927,5154,0.053,5078,6288,29.5,0.16,84394,6599,1295,0.046,3654,3020,22.5,0.165
70,1413,5621,2588,0.052,9166,730,22.5,0.16,5044,4478,8294,0.04,14,1018,27.0,0.16,8448,4900,5282,0.057,3333,8557,27.0,0.185,12485,7104,3182,0.039,5739,5647,22.5,0.17,15846,2430,1492,0.049,5619,9855,23.0,0.195,19337,7921,6692,0.047,5944,4002,26.5,0.16,23056,2811,848,0.041,9769,344,31.5,0.17,26648,3541,2024,0.054,9257,571,29.5,0.185,30269,8878,4764,0.045,7259,9581,26.5,0.165,33816,8390,2825,0.051,8983,713,26.5,0.165,37589,6876,6954,0.032,4940,6006,22.0,0.165,41200,1189,6823,0.034,8077,1776,23.0,0.195,45133,6583,7392,0.05,2459,1519,29.5,0.18,48311,3193,8622,0.058,1412,4082,23.0,0.16,51887,3445,812,0.032,8255,8148,29.0,0.195,55565,2437,5537,0.032,2103,7248,22.0,0.185,59175,3919,2788,0.038,4331,9987,32.0,0.17,62744,1676,5793,0.04,9414,1219,32.0,0.165,66240,4558,6250,0.043,3657,3227,31.5,0.17,70066,216,6835,0.044,2935,6555,22.0,0.185,73278,5660,122,0.058,3698,8811,29.0,0.21,77256,8416,8988,0.03,8819,608,29.0,0.185,80896,4099,2424,0.044,9605,222,29.5,0.195,84454,3715,3037,0.04,3545,1516,29.5,0.17
71,1499,603,3113,0.056,6693,221,29.0,0.18,5045,3890,7555,0.032,1682,3445,30.0,0.17,8451,8972,6230,0.036,6924,9097,29.5,0.205,12487,6302,5287,0.039,6698,4193,22.0,0.165,15847,2899,3397,0.035,5015,5515,29.0,0.185,19381,2151,8122,0.041,6456,5783,29.0,0.165,23096,6139,107,0.056,8151,6349,22.5,0.2,26672,7426,536,0.048,5662,4489,32.0,0.16,30274,7326,3583,0.052,9526,9085,31.5,0.17,33865,1565,8840,0.05,3456,4555,22.0,0.19,37593,880,2058,0.053,3193,9918,23.0,0.17,41218,5474,3654,0.054,1348,5836,31.5,0.195,45135,3559,7580,0.033,4735,6449,23.0,0.17,48360,1081,8095,0.045,6766,1859,32.0,0.2,51937,6365,5825,0.049,5061,1062,31.5,0.165,55574,2901,8657,0.037,2466,5110,26.5,0.195,59176,263,3922,0.038,313,148,31.5,0.205,62751,814,2120,0.046,1141,105,32.0,0.165,66338,3983,3509,0.056,8460,7376,23.0,0.19,70094,3470,2607,0.05,2584,9266,23.0,0.205,73336,8083,842,0.046,6585,9335,31.5,0.205,77263,59,2486,0.05,3623,8708,29.0,0.16,80900,749,1138,0.053,7742,3509,29.0,0.21,84490,1264,7574,0.051,4406,2547,23.0,0.19
72,1509,1921,6905,0.033,9114,2504,22.0,0.18,5081,2763,580,0.03,7422,1489,32.0,0.18,8472,5368,7203,0.035,9749,7049,30.0,0.21,12536,8160,4575,0.037,8504,8445,22.5,0.21,15859,4101,5928,0.03,6291,8859,31.5,0.195,19393,2892,8906,0.04,8813,3925,23.0,0.165,23153,8179,285,0.059,5760,6876,22.5,0.19,26679,4089,6703,0.052,8652,4848,22.5,0.19,30286,3320,6432,0.05,6012,6353,22.0,0.165,33889,4555,6047,0.048,4695,107,29.5,0.205,37593,2136,49,0.042,7365,9622,27.0,0.195,41275,12,927,0.034,9372,1971,32.0,0.185,45136,8782,3092,0.037,1977,1899,22.5,0.18,48375,7442,4864,0.047,9642,5899,22.0,0.165,51970,5675,6685,0.032,566,561,29.5,0.195,55582,788,8794,0.036,7429,4729,22.5,0.195,59182,7189,49,0.031,9721,832,29.5,0.205,62779,1136,2742,0.047,3737,6273,32.0,0.195,66344,2008,5666,0.031,3281,4853,22.5,0.185,70105,3080,8499,0.043,2238,4858,30.0,0.205,73347,2507,576,0.047,4954,4282,26.5,0.195,77268,373,253,0.05,5605,1950,29.5,0.21,80901,454,1621,0.031,3319,153,31.5,0.2,84501,356,1026,0.033,7762,9437,31.5,0.185
73,1555,8256,846,0.033,1126,1375,26.5,0.19,5112,7339,7353,0.041,1431,777,29.0,0.2,8474,5236,5929,0.051,2430,3145,26.5,0.185,12549,5083,7478,0.036,6869,651,23.0,0.165,15875,1918,6651,0.044,580,7171,22.5,0.185,19403,7943,3618,0.045,7020,7482,23.0,0.17,23196,7652,814,0.038,4773,6459,29.0,0.16,26717,2008,5121,0.034,2541,8087,31.5,0.2,30315,1736,4875,0.052,4480,5624,31.5,0.165,33901,6289,1763,0.046,1137,5216,32.0,0.2,37616,7165,8756,0.043,59,2243,30.0,0.2,41334,7747,4281,0.033,8066,2222,27.0,0.185,45173,6907,7164,0.036,6483,9137,22.0,0.195,48376,5803,6588,0.043,4311,9881,22.5,0.16,51971,8343,5851,0.032,7159,4706,27.0,0.19,55595,3373,2973,0.056,8061,2527,23.0,0.18,59219,7879,7183,0.034,5941,8586,29.5,0.19,62788,6305,7389,0.032,973,7129,32.0,0.16,66349,334,8869,0.058,8544,931,29.0,0.185,70112,2383,2757,0.052,5308,3155,31.5,0.17,73382,4517,453,0.038,6737,5797,27.0,0.2,77270,3909,469,0.055,4169,5781,29.5,0.205,80910,5357,1698,0.046,7021,2833,30.0,0.16,84506,2002,8270,0.038,986,7987,27.0,0.17
74,1610,7041,3970,0.044,815,4700,22.5,0.21,5145,2021,631,0.041,1351,9960,32.0,0.195,8478,3910,1493,0.041,4348,5738,27.0,0.195,12577,8042,506,0.036,956,4364,30.0,0.165,15886,3138,4950,0.054,5119,4791,23.0,0.165,19533,6997,3236,0.058,9941,6822,31.5,0.205,23217,6934,8646,0.057,3248,6844,29.0,0.165,26720,6483,7280,0.041,7404,7095,27.0,0.16,30338,2262,1079,0.049,4648,7851,30.0,0.195,33992,5212,2545,0.032,6175,6870,23.0,0.21,37622,3610,7236,0.034,428,1508,26.5,0.185,41354,2652,6042,0.035,8334,9153,27.0,0.165,45216,8920,7091,0.032,3445,5484,31.5,0.21,48421,3276,7218,0.048,4192,4879,32.0,0.19,51973,376,2430,0.054,576,4269,30.0,0.16,55616,6263,3580,0.046,9258,8727,32.0,0.205,59250,4553,986,0.058,622,4094,23.0,0.19,62815,722,6919,0.044,1582,858,32.0,0.205,66386,8468,6303,0.033,611,680,32.0,0.19,70133,7909,5629,0.039,3302,8382,27.0,0.18,73394,3159,7143,0.049,7907,8900,30.0,0.21,77271,8250,83,0.032,6834,2899,22.0,0.195,80920,3897,2652,0.056,5736,5397,22.5,0.18,84512,3162,2131,0.057,8260,9971,29.0,0.19
75,1617,7457,7617,0.044,6789,836,31.5,0.19,5150,8581,5374,0.032,6285,3182,23.0,0.185,8479,1064,3099,0.031,8956,1593,29.0,0.195,12583,2414,5865,0.038,4347,1569,22.0,0.17,15914,6245,2608,0.04,6953,1243,23.0,0.205,19562,3864,2818,0.034,9209,4097,29.5,0.205,23245,2759,7398,0.06,9560,3622,29.0,0.2,26812,7946,6215,0.056,3261,4016,29.0,0.19,30351,7870,3676,0.038,7937,4234,22.0,0.17,34010,4340,7584,0.046,6383,1648,27.0,0.2,37626,3708,5143,0.037,8165,3087,26.5,0.17,41365,220,808,0.039,8578,8977,30.0,0.21,45224,5071,8352,0.046,1663,4092,22.5,0.18,48424,4128,5358,0.036,9965,4482,23.0,0.19,52001,692,5627,0.046,8435,402,27.0,0.2,55631,1442,1564,0.052,8211,145,22.0,0.21,59257,8900,8989,0.042,9112,2299,29.5,0.18,62873,6983,2424,0.046,5786,9503,32.0,0.165,66409,7249,1104,0.052,1349,3202,26.5,0.205,70140,8084,6573,0.039,9726,4854,32.0,0.165,73401,2325,4440,0.041,9808,84,29.0,0.16,77292,7330,5127,0.059,9707,8798,27.0,0.16,80951,7944,7779,0.043,2247,2562,22.5,0.195,84512,8806,6543,0.058,4983,7987,26.5,0.205
76,1631,3956,8821,0.06,5333,582,27.0,0.185,5166,8648,4985,0.03,9935,8068,32.0,0.18,8491,3154,144,0.039,9368,2778,29.0,0.205,12619,3609,3880,0.037,3685,3362,23.0,0.165,15916,5582,4502,0.055,2832,4531,23.0,0.18,19594,6124,461,0.056,8035,5918,22.0,0.165,23254,2348,2381,0.043,787,5737,22.5,0.19,26870,2443,1463,0.032,3552,9161,29.0,0.17,30358,932,5707,0.049,3116,9424,23.0,0.16,34022,3294,8987,0.043,2247,7655,22.0,0.16,37628,7647,7749,0.057,5037,6,30.0,0.18,41376,2785,566,0.034,2163,2947,26.5,0.19,45258,6066,1258,0.042,2629,793,22.5,0.19,48449,8807,6185,0.057,3580,1561,22.5,0.195,52054,894,2175,0.035,3469,1715,27.0,0.195,55638,1325,134,0.057,1815,3176,31.5,0.205,59260,6598,5108,0.054,1996,11,23.0,0.17,62875,3871,8958,0.053,8009,8734,26.5,0.18,66437,4928,5098,0.045,1864,6969,30.0,0.165,70144,4255,3786,0.043,9383,1457,29.0,0.2,73441,8359,3714,0.038,1493,7317,26.5,0.16,77343,729,8641,0.043,1774,3949,22.5,0.17,80959,2861,3559,0.038,5282,1387,29.0,0.195,84544,6233,573,0.058,7299,6361,22.5,0.21
77,1631,1824,1364,0.037,3637,1199,29.5,0.165,5205,7182,1162,0.042,1999,6846,30.0,0.17,8546,8173,7865,0.038,5050,562,31.5,0.18,12635,6149,663,0.047,8117,751,29.5,0.205,15930,7868,5272,0.042,7324,9619,32.0,0.21,19594,7517,7671,0.044,6910,5842,29.0,0.165,23265,5809,3350,0.037,389,6294,26.5,0.2,26871,6166,4573,0.039,6156,4169,26.5,0.18,30359,2147,3556,0.049,6694,9782,31.5,0.195,34058,4989,4756,0.04,9361,783,29.0,0.2,37637,5128,83,0.057,5208,5689,26.5,0.185,41385,6658,2090,0.036,580,2137,23.0,0.195,45282,3068,5869,0.051,6802,8170,22.0,0.205,48476,4577,3296,0.051,8919,3353,30.0,0.185,52056,3222,3192,0.031,8622,7568,22.0,0.205,55691,3842,586,0.036,3856,5905,31.5,0.17,59265,8621,1163,0.037,1712,4801,22.0,0.185,62877,1372,2310,0.04,3852,8045,22.5,0.21,66438,5271,5237,0.033,7771,1000,26.5,0.16,70147,449,3612,0.035,138,6307,29.0,0.21,73526,8671,4647,0.043,8978,5367,30.0,0.18,77347,8583,3167,0.036,4648,583,23.0,0.18,80983,1003,1519,0.045,66,5636,31.5,0.19,84553,651,7462,0.05,6090,4404,22.5,0.205
78,1700,5668,3700,0.032,63,2059,32.0,0.19,5250,8772,7498,0.037,5315,7087,29.5,0.17,8547,1848,1289,0.041,9776,4606,31.5,0.21,12676,221,2270,0.032,7316,909,29.0,0.19,15934,2132,1561,0.042,5379,6773,29.0,0.18,19606,865,709,0.049,4231,9671,30.0,0.2,23278,2560,5553,0.048,8099,5767,22.5,0.17,26875,3496,8536,0.035,5904,5304,22.0,0.21,30378,8033,1573,0.057,3721,8278,29.0,0.16,34066,3556,1943,0.038,8393,1301,31.5,0.21,37655,140,6775,0.041,7127,270,27.0,0.16,41419,5377,8331,0.036,9787,1063,31.5,0.165,45298,6348,2941,0.055,9776,1759,22.0,0.2,48500,7703,461,0.049,7826,7258,27.0,0.16,52061,4736,5020,0.049,417,4986,23.0,0.21,55704,8523,2248,0.049,3542,2020,26.5,0.195,59270,2857,7386,0.033,6773,230,26.5,0.205,62878,5513,2510,0.057,8088,279,22.5,0.18,66449,4652,8878,0.059,3121,8676,29.0,0.18,70147,4388,7526,0.046,7827,939,31.5,0.195,73617,6769,6784,0.044,2410,6137,27.0,0.195,77453,2067,4474,0.044,7967,9377,30.0,0.2,80990,6627,3879,0.059,8583,7566,23.0,0.16,84555,137,1956,0.046,5872,2725,22.0,0.185
79,1713,356,7516,0.053,9532,6020,31.5,0.2,5273,1138,6516,0.042,5674,9867,30.0,0.185,8547,8229,529,0.05,2547,361,29.0,0.18,12679,6972,1565,0.046,558,972,30.0,0.195,15944,3108,1390,0.054,9356,8113,31.5,0.17,19612,3537,8711,0.056,4963,2052,22.5,0.165,23294,4370,6628,0.053,1280,5839,31.5,0.2,26926,1236,3499,0.041,7281,2383,30.0,0.185,30388,45,4426,0.037,4089,5491,29.5,0.21,34070,1257,8995,0.045,3258,9855,22.0,0.19,37656,2695,4471,0.041,7732,7978,23.0,0.185,41420,7011,8287,0.048,1024,9802,22.5,0.16,45322,4237,574,0.045,6763,705,31.5,0.195,48537,7232,8605,0.047,1965,4524,27.0,0.165,52079,1821,7707,0.049,3411,9774,22.5,0.165,55720,6328,95,0.059,2179,8156,30.0,0.195,59321,5228,2070,0.036,2019,9723,29.5,0.19,62884,8033,6218,0.031,2802,6216,30.0,0.19,66461,6580,3734,0.043,5572,9886,23.0,0.195,70155,1634,6901,0.051,8826,2748,26.5,0.2,73638,3997,4065,0.038,2687,1716,22.5,0.19,77485,6274,892,0.033,9302,63,27.0,0.195,81005,8479,187,0.038,7741,8157,22.0,0.2,84638,3551,8269,0.055,1374,17,26.5,0.21
80,1759,8505,1505,0.041,7530,7954,31.5,0.165,5277,3363,6647,0.049,4411,6224,22.5,0.2,8618,4224,2573,0.056,9901,2418,26.5,0.16,12682,7045,3134,0.037,258,693,23.0,0.19,15989,823,8720,0.031,7566,7381,22.5,0.18,19625,1497,1907,0.043,2274,5596,22.5,0.165,23352,8482,5480,0.033,5435,5682,30.0,0.18,26997,8429,8865,0.059,6830,2321,29.5,0.21,30402,5793,7749,0.037,1734,3878,22.5,0.21,34088,1567,6701,0.035,5770,5713,27.0,0.185,37732,7648,6438,0.057,3955,4730,29.0,0.16,41453,5769,6006,0.036,2881,1055,29.5,0.17,45330,899,7779,0.037,205,5060,29.0,0.19,48567,7477,8984,0.058,2614,3045,23.0,0.19,52081,8166,5249,0.059,3388,9992,26.5,0.17,55732,1893,4820,0.05,1502,1433,23.0,0.2,59333,824,1363,0.033,4129,6994,22.5,0.17,62912,8546,4360,0.043,4090,3240,30.0,0.195,66506,3764,6390,0.053,1795,2008,22.5,0.165,70209,5622,6821,0.049,7271,2185,26.5,0.165,73667,5909,5655,0.035,1844,3575,22.5,0.17,77505,3930,6550,0.053,9075,3699,22.0,0.19,81009,5380,4283,0.031,2255,1000,32.0,0.2,84653,4079,4870,0.054,3958,9246,29.5,0.21
81,1760,1026,3326,0.056,3887,1486,23.0,0.205,5296,6084,5182,0.042,8001,9429,32.0,0.185,8640,8266,2143,0.036,3609,3195,22.5,0.18,12704,4049,4710,0.055,6087,3089,23.0,0.185,16024,4529,7537,0.05,3593,7821,31.5,0.21,19626,2283,3989,0.057,6037,1457,29.5,0.17,23378,4731,4536,0.046,4204,1167,27.0,0.17,27008,3290,7197,0.04,9884,4708,26.5,0.2,30403,4801,2990,0.045,1286,9521,23.0,0.17,34088,2037,398,0.059,7306,6578,27.0,0.2,37741,5959,3286,0.051,5407,8597,22.5,0.185,41465,7383,4457,0.042,1011,4671,32.0,0.185,45331,8062,3525,0.056,633,956,27.0,0.2,48591,2019,3077,0.039,7274,8841,29.0,0.205,52115,7119,6798,0.037,1485,9614,22.5,0.205,55733,7737,1248,0.046,7101,9458,27.0,0.165,59383,2538,7065,0.044,4466,476,27.0,0.19,62927,3818,2240,0.04,1390,1865,29.0,0.185,66524,1555,8346,0.044,7994,9999,22.0,0.19,70221,762,8873,0.038,3534,2101,23.0,0.2,73710,6780,2740,0.047,1867,4250,23.0,0.16,77512,4989,7878,0.037,764,9037,27.0,0.185,81015,1253,3929,0.048,7344,3093,32.0,0.16,84670,2032,3967,0.046,2124,5548,32.0,0.165
82,1777,4147,489,0.04,1992,3769,32.0,0.16,5305,2914,7662,0.032,4928,3490,23.0,0.205,8702,2754,503,0.045,7974,3081,29.5,0.195,12707,8848,2562,0.054,1319,2525,26.5,0.17,16047,4879,3642,0.051,2308,9369,22.0,0.165,19643,5056,5478,0.045,5518,5348,29.5,0.2,23391,1833,7273,0.046,9214,7479,23.0,0.21,27018,6654,3764,0.034,7540,6249,31.5,0.205,30418,3593,6750,0.04,2429,5362,23.0,0.185,34103,8843,8317,0.053,6384,6604,23.0,0.195,37780,1070,938,0.037,1642,491,27.0,0.205,41477,4272,329,0.032,7076,5215,22.5,0.2,45369,435,7402,0.051,2033,3047,23.0,0.165,48601,2790,8770,0.043,8618,9414,22.0,0.21,52131,6455,3503,0.045,761,148,30.0,0.165,55741,4518,4626,0.044,7926,7074,26.5,0.16,59387,806,4029,0.048,9373,3881,22.0,0.165,62928,1979,1245,0.041,7701,2034,26.5,0.195,66548,2104,1206,0.046,7326,3908,29.5,0.16,70239,5732,4509,0.052,1890,2862,22.0,0.16,73716,6862,8203,0.031,677,6450,32.0,0.16,77515,4153,7124,0.043,4110,801,23.0,0.2,81036,1279,1680,0.038,869,7103,29.0,0.21,84674,8190,733,0.06,8397,5179,31.5,0.19
83,1779,7005,640,0.037,2331,1129,23.0,0.185,5374,2273,5965,0.056,1692,1355,32.0,0.205,8704,5088,6076,0.036,9220,264,30.0,0.21,12747,6080,6094,0.058,3,9356,22.5,0.185,16065,8980,694,0.046,2794,2369,22.0,0.165,19680,1078,2437,0.059,5587,6125,31.5,0.205,23412,5893,8108,0.032,9950,9840,22.0,0.21,27080,3409,4087,0.036,8721,671,31.5,0.21,30460,5355,7844,0.059,6283,2567,32.0,0.16,34114,6761,8701,0.059,4821,8681,27.0,0.17,37783,405,2124,0.041,8217,2506,31.5,0.195,41484,1607,2623,0.045,1736,9293,29.5,0.21,45393,4638,1684,0.051,9952,8875,22.0,0.195,48622,7917,5577,0.035,8441,8887,29.5,0.17,52131,2560,2138,0.033,587,3713,32.0,0.2,55741,690,3844,0.037,3094,1453,32.0,0.21,59453,7700,2450,0.047,2751,7825,22.5,0.205,62933,1549,1396,0.037,9450,2265,27.0,0.17,66584,5677,5763,0.057,7869,1206,29.0,0.2,70285,599,7467,0.046,2851,2154,23.0,0.21,73766,6130,402,0.034,2076,193,26.5,0.165,77542,4002,7878,0.052,1039,7711,32.0,0.21,81040,3252,5438,0.044,5907,8957,31.5,0.2,84706,2737,1557,0.052,8113,9578,22.0,0.205
84,1783,6287,6496,0.037,389,3588,22.5,0.18,5379,3836,5104,0.046,7688,1242,26.5,0.21,8708,5732,8305,0.039,7762,2006,23.0,0.165,12783,2814,2390,0.056,5682,8659,31.5,0.21,16071,2132,1783,0.056,6834,1817,32.0,0.21,19685,3356,4489,0.033,7308,2969,27.0,0.17,23434,4411,1282,0.031,4972,8423,26.5,0.205,27087,7847,1254,0.036,1235,7645,32.0,0.195,30485,4816,8184,0.033,5975,141,29.5,0.16,34144,7724,1017,0.044,1841,8406,31.5,0.17,37797,1811,3877,0.06,8350,6524,22.5,0.19,41499,7663,8186,0.039,4473,7680,30.0,0.195,45395,1425,8553,0.048,679,5070,22.5,0.185,48639,5127,6860,0.045,6518,9613,27.0,0.2,52137,6204,333,0.046,2038,6576,31.5,0.2,55772,7143,3644,0.058,1296,506,27.0,0.17,59516,5000,4837,0.051,4773,4376,30.0,0.185,62937,8349,8896,0.051,3813,9084,29.5,0.16,66640,4719,5179,0.042,4947,1480,29.0,0.165,70299,446,5367,0.038,5050,7024,30.0,0.165,73827,7975,8579,0.037,7609,5896,23.0,0.165,77542,3091,881,0.058,4888,4372,23.0,0.165,81053,1624,4269,0.05,9942,6935,29.5,0.185,84717,8871,7535,0.03,5227,8174,29.5,0.17
85,1822,3843,618,0.049,6180,5804,29.0,0.165,5421,8630,3175,0.054,8003,8522,32.0,0.19,8723,7743,5778,0.045,5220,244,27.0,0.18,12804,2339,1284,0.038,1302,2591,32.0,0.2,16086,5046,222,0.038,3970,8109,30.0,0.16,19707,3786,1641,0.051,8064,1765,23.0,0.185,23443,4963,3855,0.042,551,5447,27.0,0.185,27087,7939,7363,0.052,7033,4722,31.5,0.21,30486,475,3397,0.046,8385,2850,31.5,0.21,34147,8651,3225,0.044,1066,8863,22.5,0.2,37799,7886,361,0.05,9653,3647,26.5,0.17,41530,7781,2517,0.058,9100,2498,32.0,0.16,45437,3365,7880,0.059,5660,1059,29.0,0.17,48653,3414,4580,0.06,4572,7624,27.0,0.205,52139,582,1098,0.038,4901,4724,32.0,0.165,55772,8895,5410,0.03,8605,574,29.5,0.165,59516,2283,8245,0.031,2703,4885,22.0,0.18,62967,523,5188,0.032,6410,1318,32.0,0.205,66805,5459,2469,0.037,5852,7213,27.0,0.18,70402,638,626,0.045,9646,799,22.0,0.165,73894,6530,3800,0.055,8505,1019,32.0,0.185,77551,5618,6859,0.054,2580,3986,29.5,0.17,81092,7900,1524,0.047,1626,5925,23.0,0.17,84724,4935,3863,0.054,3373,732,30.0,0.18
