index,randomTime0(seconds),randomX0(meters),randomY0(meters),soc0,destX0(meters),destY0(meters),batteryCapacityUser0(kwh),ecrUser0(kwh/km),randomTime1(seconds),randomX1(meters),randomY1(meters),soc1,destX1(meters),destY1(meters),batteryCapacityUser1(kwh),ecrUser1(kwh/km),randomTime2(seconds),randomX2(meters),randomY2(meters),soc2,destX2(meters),destY2(meters),batteryCapacityUser2(kwh),ecrUser2(kwh/km),randomTime3(seconds),randomX3(meters),randomY3(meters),soc3,destX3(meters),destY3(meters),batteryCapacityUser3(kwh),ecrUser3(kwh/km),randomTime4(seconds),randomX4(meters),randomY4(meters),soc4,destX4(meters),destY4(meters),batteryCapacityUser4(kwh),ecrUser4(kwh/km),randomTime5(seconds),randomX5(meters),randomY5(meters),soc5,destX5(meters),destY5(meters),batteryCapacityUser5(kwh),ecrUser5(kwh/km),randomTime6(seconds),randomX6(meters),randomY6(meters),soc6,destX6(meters),destY6(meters),batteryCapacityUser6(kwh),ecrUser6(kwh/km),randomTime7(seconds),randomX7(meters),randomY7(meters),soc7,destX7(meters),destY7(meters),batteryCapacityUser7(kwh),ecrUser7(kwh/km),randomTime8(seconds),randomX8(meters),randomY8(meters),soc8,destX8(meters),destY8(meters),batteryCapacityUser8(kwh),ecrUser8(kwh/km),randomTime9(seconds),randomX9(meters),randomY9(meters),soc9,destX9(meters),destY9(meters),batteryCapacityUser9(kwh),ecrUser9(kwh/km),randomTime10(seconds),randomX10(meters),randomY10(meters),soc10,destX10(meters),destY10(meters),batteryCapacityUser10(kwh),ecrUser10(kwh/km),randomTime11(seconds),randomX11(meters),randomY11(meters),soc11,destX11(meters),destY11(meters),batteryCapacityUser11(kwh),ecrUser11(kwh/km),randomTime12(seconds),randomX12(meters),randomY12(meters),soc12,destX12(meters),destY12(meters),batteryCapacityUser12(kwh),ecrUser12(kwh/km),randomTime13(seconds),randomX13(meters),randomY13(meters),soc13,destX13(meters),destY13(meters),batteryCapacityUser13(kwh),ecrUser13(kwh/km),randomTime14(seconds),randomX14(meters),randomY14(meters),soc14,destX14(meters),destY14(meters),batteryCapacityUser14(kwh),ecrUser14(kwh/km),randomTime15(seconds),randomX15(meters),randomY15(meters),soc15,destX15(meters),destY15(meters),batteryCapacityUser15(kwh),ecrUser15(kwh/km),randomTime16(seconds),randomX16(meters),randomY16(meters),soc16,destX16(meters),destY16(meters),batteryCapacityUser16(kwh),ecrUser16(kwh/km),randomTime17(seconds),randomX17(meters),randomY17(meters),soc17,destX17(meters),destY17(meters),batteryCapacityUser17(kwh),ecrUser17(kwh/km),randomTime18(seconds),randomX18(meters),randomY18(meters),soc18,destX18(meters),destY18(meters),batteryCapacityUser18(kwh),ecrUser18(kwh/km),randomTime19(seconds),randomX19(meters),randomY19(meters),soc19,destX19(meters),destY19(meters),batteryCapacityUser19(kwh),ecrUser19(kwh/km),randomTime20(seconds),randomX20(meters),randomY20(meters),soc20,destX20(meters),destY20(meters),batteryCapacityUser20(kwh),ecrUser20(kwh/km),randomTime21(seconds),randomX21(meters),randomY21(meters),soc21,destX21(meters),destY21(meters),batteryCapacityUser21(kwh),ecrUser21(kwh/km),randomTime22(seconds),randomX22(meters),randomY22(meters),soc22,destX22(meters),destY22(meters),batteryCapacityUser22(kwh),ecrUser22(kwh/km),randomTime23(seconds),randomX23(meters),randomY23(meters),soc23,destX23(meters),destY23(meters),batteryCapacityUser23(kwh),ecrUser23(kwh/km)
67,1322,4989,5172,0.03,2414,1523,29.0,0.16,4926,8169,4675,0.058,6045,2468,29.0,0.2,8817,36,6608,0.056,7260,4650,22.5,0.185,12140,3698,5578,0.052,6554,8061,32.0,0.195,15981,7936,481,0.057,4967,3009,22.0,0.18,19437,7462,6855,0.03,8490,4284,31.5,0.185,23155,7547,271,0.052,9310,9134,22.0,0.16,26823,8789,1174,0.031,4396,5212,22.0,0.185,30383,1923,4195,0.039,7029,4428,26.5,0.21,33798,7409,1154,0.033,4943,1966,29.5,0.21,37568,5014,569,0.041,3805,7252,29.0,0.205,41269,8851,162,0.057,5325,543,32.0,0.21,44495,2391,7842,0.035,8887,8264,30.0,0.21,48125,2916,1138,0.039,6157,3539,29.5,0.21,51798,4803,1458,0.044,2998,7774,22.5,0.205,55537,5775,1518,0.059,1301,6221,31.5,0.195,59165,595,6294,0.033,1272,3165,26.5,0.185,62498,8902,8533,0.033,7647,1671,29.5,0.16,66269,6633,1047,0.032,878,4846,22.0,0.16,69726,5709,1205,0.059,227,3832,30.0,0.19,73731,5761,2261,0.057,4463,8317,26.5,0.2,76897,6028,6630,0.036,1086,1996,23.0,0.21,80836,7081,8487,0.047,3577,4312,31.5,0.17,84186,4867,467,0.06,3955,3522,26.5,0.19
68,1328,2733,6717,0.057,4682,3820,29.0,0.185,4936,679,7341,0.05,2590,9341,26.5,0.17,8831,7439,5846,0.03,8062,7462,32.0,0.17,12179,4121,2811,0.035,684,3800,30.0,0.19,16007,4113,7196,0.047,1613,3643,30.0,0.195,19461,437,8655,0.037,7848,5245,26.5,0.16,23156,7006,1515,0.058,7175,8550,29.5,0.19,26825,2770,1128,0.04,8172,4019,22.5,0.195,30396,2028,7716,0.058,7722,8581,29.0,0.18,33828,2371,8037,0.06,9979,9376,27.0,0.16,37579,5955,5600,0.043,6049,9787,26.5,0.17,41278,3369,5656,0.06,6969,6904,22.5,0.165,44551,3843,3711,0.045,3413,9095,32.0,0.205,48135,6459,6428,0.04,4457,6109,23.0,0.165,51808,1255,2779,0.032,4841,6774,30.0,0.2,55555,2083,6305,0.031,375,1232,31.5,0.19,59193,4433,4147,0.039,1755,9806,27.0,0.19,62517,5513,1812,0.054,3242,2570,27.0,0.2,66272,717,7600,0.035,4139,4024,22.0,0.16,69738,659,4018,0.037,995,8134,32.0,0.16,73746,8950,4815,0.036,7683,3126,27.0,0.185,76902,8089,6427,0.045,7089,4508,26.5,0.165,80859,7237,2934,0.058,302,2429,27.0,0.2,84187,2266,7993,0.059,5747,6385,22.5,0.205
69,1341,5805,4200,0.06,2819,4167,32.0,0.2,4947,5460,3980,0.032,9269,5211,27.0,0.2,8837,2082,8051,0.037,8254,309,29.0,0.185,12220,835,7604,0.047,5542,1551,29.0,0.21,16016,8435,529,0.032,8568,1913,27.0,0.185,19473,6942,8722,0.038,1350,5877,29.5,0.195,23160,8996,4098,0.051,735,775,23.0,0.185,26828,2366,8543,0.041,2036,6952,26.5,0.195,30423,4889,5353,0.052,955,9546,30.0,0.18,33851,3773,774,0.055,5176,8683,29.5,0.185,37585,7479,4164,0.048,6639,5775,23.0,0.195,41376,7421,2985,0.047,9314,4268,29.5,0.16,44578,5707,7207,0.033,8637,3735,22.5,0.185,48156,7631,2566,0.05,9508,8679,22.0,0.17,51842,761,3890,0.056,1450,3981,31.5,0.18,55629,7037,5593,0.033,5638,6720,22.0,0.16,59250,4755,2037,0.036,4955,6131,22.5,0.205,62573,3590,239,0.048,5897,5744,22.0,0.19,66305,5572,5833,0.032,7168,5195,29.5,0.16,69746,7914,4271,0.03,6976,2227,22.5,0.16,73747,3164,2675,0.057,8592,4630,32.0,0.18,76916,5029,5733,0.046,9573,6714,22.5,0.19,80914,680,2369,0.053,3449,8064,30.0,0.205,84202,6673,840,0.045,3925,2451,22.5,0.205
70,1373,1448,2510,0.034,5592,8184,30.0,0.205,5030,6931,7340,0.039,5715,8893,29.0,0.19,8847,5915,865,0.034,615,6734,22.5,0.17,12229,8060,1369,0.037,4709,317,22.5,0.165,16024,5243,5117,0.054,2529,8673,22.5,0.205,19476,6458,2809,0.048,134,7835,32.0,0.185,23170,1464,2330,0.059,335,2755,29.5,0.21,26842,7580,2881,0.058,6112,1859,23.0,0.17,30430,3867,5555,0.036,3558,8928,22.0,0.21,33913,3364,5991,0.049,6240,5525,29.5,0.2,37652,3795,4243,0.055,4230,5997,27.0,0.19,41393,3068,2187,0.039,402,4998,29.0,0.2,44586,1227,7312,0.053,6554,4136,29.0,0.185,48199,7736,2427,0.05,4044,3476,31.5,0.19,51849,1917,6062,0.033,9629,6335,29.5,0.185,55656,8493,39,0.043,2037,812,26.5,0.17,59267,8710,5582,0.042,9869,1911,30.0,0.21,62582,4303,5345,0.054,5955,8002,26.5,0.195,66323,2706,5866,0.039,7472,1796,23.0,0.195,69774,6187,6449,0.04,809,5513,27.0,0.165,73756,1583,4851,0.035,8038,6957,30.0,0.205,76958,6170,879,0.054,8633,5300,22.5,0.18,80917,2614,4273,0.044,7806,3714,22.0,0.195,84202,3998,1094,0.055,7847,74,29.5,0.185
71,1408,2314,4172,0.053,4120,3866,32.0,0.195,5065,2979,7779,0.037,1224,203,22.0,0.185,8888,1383,2374,0.039,898,8337,26.5,0.185,12241,804,4515,0.059,8005,3003,26.5,0.2,16053,5770,6546,0.051,254,815,26.5,0.17,19524,61,5740,0.036,4142,2342,26.5,0.165,23232,5209,3429,0.057,6453,7428,29.5,0.165,26842,7029,7977,0.059,5606,8755,31.5,0.2,30443,3984,1097,0.046,6249,4617,32.0,0.17,33916,760,8052,0.049,4396,9139,26.5,0.21,37698,2624,8651,0.037,6845,2922,22.0,0.195,41404,2257,6552,0.038,681,3561,32.0,0.19,44596,1543,1286,0.037,572,6325,31.5,0.205,48206,3815,5456,0.047,6172,2421,29.5,0.185,51973,7316,4731,0.042,2331,7938,30.0,0.185,55671,1761,5787,0.045,2861,8132,31.5,0.21,59291,3136,4076,0.056,4697,6608,30.0,0.18,62584,3644,7930,0.041,8291,4015,30.0,0.185,66331,4389,8115,0.031,3151,6523,26.5,0.21,69791,8357,4048,0.031,6894,5251,29.0,0.185,73779,7658,4231,0.046,3334,7346,23.0,0.21,76967,4157,1074,0.06,8556,8726,29.0,0.2,80919,933,3555,0.043,9485,9219,27.0,0.18,84222,1618,1639,0.035,9819,9021,22.0,0.2
72,1410,7854,8173,0.036,260,1266,29.5,0.17,5106,4897,1585,0.038,778,997,26.5,0.17,8900,1153,8630,0.048,3896,6044,29.0,0.16,12317,3283,8023,0.052,6987,7525,22.5,0.19,16067,5414,7089,0.031,6391,6103,22.5,0.19,19548,7530,4812,0.05,6884,4786,23.0,0.205,23277,506,2908,0.031,6561,9620,27.0,0.21,26886,8498,722,0.033,233,9633,23.0,0.17,30473,8287,8901,0.055,6336,8572,22.0,0.19,33949,4310,2412,0.042,4527,471,22.0,0.165,37710,4837,5263,0.047,8639,1584,31.5,0.2,41420,2045,3514,0.048,6597,7275,29.0,0.2,44599,6320,5645,0.05,5824,5478,26.5,0.18,48251,8734,4493,0.051,1127,2098,29.5,0.185,52015,3736,8465,0.056,8745,3774,30.0,0.16,55708,3479,6290,0.03,2133,7207,23.0,0.185,59300,4489,8948,0.048,8902,8439,23.0,0.17,62586,5406,949,0.041,9522,691,29.5,0.18,66338,6963,4353,0.047,3838,4128,22.5,0.18,69818,8223,6609,0.056,9500,7293,29.0,0.19,73783,3324,7496,0.053,1992,658,27.0,0.19,77005,5351,74,0.05,6761,3909,22.0,0.19,80944,4899,1071,0.047,1784,3244,22.5,0.18,84251,542,1826,0.04,3221,7835,30.0,0.18
73,1435,4753,2833,0.041,8993,6567,31.5,0.17,5155,6592,2405,0.035,5636,7529,29.0,0.16,8909,2036,5867,0.033,4248,8393,22.0,0.195,12343,7459,5240,0.039,3113,4684,31.5,0.195,16074,5500,4824,0.058,4321,8598,22.0,0.2,19559,119,3519,0.035,1227,8719,26.5,0.2,23298,3020,6577,0.031,5544,2464,26.5,0.2,26957,8197,4083,0.04,3950,6280,22.0,0.19,30475,1594,5000,0.039,4422,6542,30.0,0.2,33949,8213,5272,0.054,1501,4223,29.0,0.17,37713,6373,1047,0.049,6008,8488,22.0,0.18,41422,151,7183,0.044,3434,3574,30.0,0.19,44619,1310,5109,0.033,1381,6327,26.5,0.2,48255,7417,3916,0.035,6425,6748,31.5,0.165,52040,8786,4956,0.052,1590,7122,23.0,0.16,55709,2641,3463,0.058,2544,2633,32.0,0.16,59301,5085,4950,0.046,8410,5459,32.0,0.205,62588,6320,982,0.06,186,99,32.0,0.19,66387,2355,2140,0.036,8020,9797,32.0,0.165,69825,7388,3982,0.032,5531,3996,23.0,0.2,73805,2233,2032,0.05,5139,4843,27.0,0.21,77028,8489,5041,0.044,8754,1957,29.0,0.195,80955,4366,4908,0.047,393,9594,26.5,0.17,84334,2797,8859,0.058,9155,138,29.5,0.165
74,1436,4054,155,0.047,7644,8079,23.0,0.18,5156,5991,6788,0.032,5654,5517,32.0,0.17,8909,8366,7693,0.043,3850,249,31.5,0.205,12347,3186,2624,0.054,3684,4256,29.5,0.17,16120,5835,5986,0.032,7192,271,26.5,0.17,19681,5449,2548,0.059,9613,9398,27.0,0.2,23335,3907,364,0.043,175,7118,22.5,0.185,26962,5941,8776,0.052,3600,4200,22.5,0.17,30531,1093,6351,0.045,2452,4046,29.0,0.21,33954,87,8891,0.06,8343,4454,32.0,0.18,37770,7120,7844,0.058,50,8408,22.5,0.16,41425,2863,3427,0.047,8909,8897,27.0,0.2,44629,6947,7532,0.041,1156,5449,23.0,0.185,48256,2892,4189,0.044,2683,7256,22.0,0.19,52053,2948,5893,0.032,5280,8280,31.5,0.17,55723,1226,325,0.038,9350,3707,27.0,0.17,59302,8854,7160,0.04,6414,2481,26.5,0.18,62597,83,1640,0.045,6698,9156,26.5,0.19,66461,2077,6551,0.031,2931,6702,32.0,0.165,69871,2010,7126,0.031,2505,3577,22.5,0.2,73811,1066,357,0.058,6139,3450,22.0,0.17,77052,1603,664,0.049,2889,4194,30.0,0.195,80957,1356,8090,0.036,9580,3803,29.5,0.205,84376,3721,4515,0.049,8083,8572,27.0,0.185
75,1460,8214,6202,0.05,5509,8922,29.0,0.185,5206,7029,561,0.058,5617,6159,29.0,0.21,8922,3009,3590,0.031,2753,1448,26.5,0.21,12375,3257,5941,0.047,7059,1564,27.0,0.165,16161,6620,5548,0.043,3545,7067,31.5,0.16,19700,2850,668,0.034,6049,3308,29.0,0.16,23352,8172,7305,0.047,8399,1080,22.5,0.21,26973,2643,8877,0.044,7181,7771,22.5,0.2,30543,4429,6406,0.043,9130,5894,32.0,0.19,33955,290,1316,0.045,6608,5865,27.0,0.185,37771,3257,6553,0.033,8114,1851,22.5,0.165,41426,3772,3084,0.042,8830,9286,29.5,0.18,44639,3128,5271,0.053,5374,1161,31.5,0.195,48350,7208,8939,0.059,8072,5970,31.5,0.21,52057,4089,2700,0.057,8242,1096,30.0,0.18,55785,350,11,0.05,5459,7186,29.0,0.16,59319,1800,8018,0.036,2514,5809,30.0,0.17,62670,3618,4485,0.037,6084,6605,22.0,0.165,66481,5123,2383,0.055,9056,1477,27.0,0.21,69891,6527,4496,0.051,3711,2156,22.0,0.19,73822,7081,4230,0.051,8170,9651,30.0,0.2,77087,6905,8534,0.058,4127,5588,30.0,0.19,80960,616,6625,0.051,6174,8173,23.0,0.205,84394,5291,2667,0.041,2372,460,32.0,0.18
76,1548,7184,1270,0.041,9848,6806,29.5,0.18,5225,5962,2485,0.046,4195,1247,30.0,0.185,8938,383,782,0.033,9339,6400,26.5,0.165,12461,850,1895,0.053,1581,6054,23.0,0.2,16165,6638,461,0.034,6982,8265,29.0,0.19,19743,1225,6743,0.055,4125,2294,32.0,0.17,23379,2267,403,0.057,3755,1301,29.0,0.18,27035,347,5406,0.048,3379,3951,26.5,0.18,30545,5491,4380,0.043,7662,2338,22.0,0.21,33957,8115,750,0.058,7248,1925,23.0,0.195,37781,3530,8661,0.031,1233,8270,27.0,0.195,41443,8157,7860,0.043,6051,699,29.5,0.2,44648,2224,81,0.06,5413,8139,29.5,0.165,48376,7377,5001,0.053,4777,274,27.0,0.2,52064,2826,1136,0.058,2419,7693,26.5,0.165,55797,403,6763,0.059,1700,4243,27.0,0.18,59334,5618,5548,0.058,471,2899,30.0,0.2,62684,3728,7554,0.032,9283,3852,22.5,0.18,66523,7438,495,0.055,491,3593,30.0,0.17,69922,4452,633,0.03,9223,3549,30.0,0.205,73834,7358,509,0.048,3287,8185,31.5,0.205,77119,8499,4812,0.049,9572,7702,30.0,0.195,80964,7206,3633,0.033,6152,7546,22.0,0.195,84481,5763,2807,0.048,7598,2846,30.0,0.17
77,1597,7023,3537,0.049,3832,7298,22.5,0.185,5258,5868,2472,0.059,783,1182,22.5,0.21,8967,3172,2326,0.058,5880,51,31.5,0.16,12473,8915,887,0.048,4202,4293,32.0,0.18,16175,4703,576,0.056,1390,516,22.5,0.195,19775,96,8107,0.056,6961,8236,30.0,0.17,23384,4084,1270,0.034,1131,5303,29.5,0.18,27043,7899,5732,0.057,1494,9380,22.0,0.19,30583,2159,4197,0.036,7085,6529,30.0,0.185,34007,6279,467,0.045,7105,1368,32.0,0.16,37814,8612,3673,0.057,6695,1489,32.0,0.16,41468,3539,2473,0.045,4470,4476,29.5,0.19,44683,8662,1283,0.044,4697,7092,31.5,0.18,48389,4493,7755,0.044,9932,5928,31.5,0.18,52074,1013,7565,0.05,3701,6197,22.0,0.195,55826,3478,2185,0.048,3139,4821,31.5,0.18,59344,175,7897,0.052,568,507,29.0,0.195,62728,1259,5252,0.059,5377,4182,27.0,0.185,66530,3947,3559,0.058,3245,4638,30.0,0.205,69929,8615,6569,0.031,4723,5598,23.0,0.165,73840,6875,6182,0.038,9540,99,22.0,0.205,77153,3009,3650,0.041,7539,5056,29.0,0.17,80965,8796,5644,0.057,1959,3440,31.5,0.195,84503,1922,6283,0.053,8020,3782,22.0,0.18
78,1641,5529,2239,0.037,4626,985,26.5,0.185,5259,2802,2610,0.047,9675,5003,32.0,0.195,8967,4030,5934,0.056,67,5137,27.0,0.19,12521,7749,817,0.037,4944,9419,29.5,0.21,16198,6751,4095,0.036,5234,8688,22.5,0.2,19816,8897,3735,0.052,4801,4928,27.0,0.16,23402,7368,469,0.034,5519,7473,27.0,0.18,27052,3292,4549,0.037,4541,2428,22.0,0.205,30684,6495,469,0.04,878,6525,22.0,0.16,34009,7442,6008,0.031,3340,3952,29.5,0.2,37826,1946,8086,0.035,4292,2042,31.5,0.165,41477,8431,7503,0.057,7225,7947,23.0,0.19,44685,5534,977,0.04,5199,1616,22.5,0.16,48412,1765,5366,0.059,5008,2580,23.0,0.21,52079,7934,36,0.051,1818,6821,23.0,0.185,55833,5620,1173,0.04,5263,560,27.0,0.165,59360,6814,5474,0.036,3605,545,30.0,0.2,62730,1529,8067,0.038,3330,91,26.5,0.2,66549,3002,5477,0.035,1334,6974,30.0,0.17,69943,6883,347,0.04,140,7401,31.5,0.165,73867,6767,7089,0.054,178,1315,29.5,0.16,77195,1267,5661,0.037,7289,331,23.0,0.19,80967,2369,2629,0.033,3353,2618,23.0,0.185,84535,5579,5468,0.048,4250,4960,26.5,0.195
79,1659,4100,8279,0.041,9964,9244,22.0,0.18,5262,3441,6431,0.046,9497,8721,32.0,0.19,8973,6598,33,0.038,5435,8580,29.0,0.17,12526,4422,3907,0.039,2300,3373,22.0,0.18,16216,2791,5370,0.048,2950,752,29.5,0.18,19822,2571,3825,0.037,4007,9766,30.0,0.19,23412,93,653,0.037,804,2482,27.0,0.185,27061,2543,6624,0.033,2082,6355,31.5,0.165,30688,6724,7078,0.046,9366,4427,23.0,0.185,34026,5690,1400,0.054,6203,5070,29.0,0.185,37888,6831,6890,0.038,9761,8510,22.5,0.18,41488,8859,5653,0.057,7675,3487,22.5,0.19,44723,3270,3128,0.049,7080,5399,30.0,0.195,48418,4337,5385,0.043,3364,3602,29.0,0.205,52090,2203,5033,0.031,4761,6341,32.0,0.205,55858,8753,3926,0.045,7937,5085,29.0,0.165,59372,7672,969,0.051,1698,6430,32.0,0.21,62760,8950,5386,0.06,2459,1623,29.0,0.18,66558,4072,7923,0.053,8871,7081,29.0,0.195,69971,4527,4614,0.057,3592,8897,26.5,0.18,73883,4068,5546,0.035,4977,4336,29.5,0.21,77226,4529,3407,0.03,4892,287,27.0,0.21,80990,5424,6240,0.034,43,6363,26.5,0.18,84535,5902,3420,0.055,5394,4146,32.0,0.19
80,1660,7339,342,0.059,8175,5381,22.0,0.21,5266,4365,5964,0.032,5473,3714,32.0,0.21,9006,8392,6505,0.035,8254,3412,26.5,0.185,12528,222,793,0.055,2069,5534,31.5,0.185,16221,1994,8464,0.048,9006,1944,29.0,0.2,19835,6741,7729,0.036,6322,6044,32.0,0.16,23432,2105,2693,0.041,837,4384,31.5,0.195,27089,3096,6609,0.055,8476,2502,26.5,0.2,30721,4314,7482,0.045,798,2153,22.0,0.195,34038,8732,1522,0.044,2523,5243,23.0,0.185,37910,3548,7473,0.058,3243,9377,32.0,0.18,41491,7606,3196,0.057,3580,6357,27.0,0.16,44752,7704,2572,0.045,4897,2588,22.5,0.16,48446,7714,1950,0.057,3872,5375,22.0,0.17,52100,5880,3373,0.053,7294,4460,26.5,0.185,55859,376,895,0.033,8690,6542,26.5,0.18,59404,2672,2433,0.037,5809,8485,27.0,0.195,62789,1492,4353,0.046,8210,214,29.0,0.16,66582,5361,958,0.05,7042,5727,27.0,0.165,69973,5162,8962,0.047,5294,6373,26.5,0.17,73922,49,6510,0.051,9809,5380,29.5,0.195,77242,1488,1170,0.032,8222,15,22.5,0.185,80997,1970,3833,0.052,9951,7393,31.5,0.17,84597,7528,5784,0.046,227,1607,30.0,0.18
81,1666,2845,2859,0.04,7017,6771,30.0,0.205,5285,4801,2731,0.058,6376,6274,30.0,0.185,9014,1158,4277,0.048,8010,2978,22.5,0.185,12535,1609,1205,0.03,2623,4051,22.5,0.17,16241,1669,6699,0.044,9141,3704,32.0,0.21,19859,3125,8843,0.044,723,7676,22.0,0.21,23456,8023,4637,0.035,2001,8268,29.5,0.18,27114,7699,5350,0.059,149,5342,22.0,0.16,30733,7177,8061,0.042,4994,1172,27.0,0.19,34048,299,3181,0.046,8271,6019,23.0,0.17,37918,6793,1143,0.039,7734,5151,23.0,0.165,41505,4575,1562,0.057,5970,7299,23.0,0.17,44769,7925,4998,0.05,877,4413,22.5,0.195,48463,6096,230,0.056,1186,6143,30.0,0.205,52112,6541,7477,0.06,3031,4450,32.0,0.16,55877,1256,6463,0.039,2504,3027,22.0,0.165,59509,8714,4989,0.04,1436,1266,30.0,0.205,62792,7485,7437,0.036,9238,5382,32.0,0.205,66636,5856,2267,0.047,6101,9771,30.0,0.205,69984,8022,4897,0.033,4676,6171,29.5,0.205,73951,3740,667,0.043,5626,8769,27.0,0.16,77294,7810,7384,0.045,7265,4378,31.5,0.2,81079,3987,6355,0.037,2859,3624,22.5,0.195,84617,7143,8159,0.041,4937,5533,29.0,0.16
82,1772,5452,8911,0.052,3925,7545,23.0,0.205,5317,4063,1358,0.059,4084,1298,31.5,0.16,9047,8635,1506,0.034,6942,5110,26.5,0.17,12565,2208,6294,0.037,927,8575,30.0,0.195,16242,2512,5811,0.047,2633,1481,26.5,0.205,19873,4132,6174,0.055,1303,3609,32.0,0.165,23481,4793,4830,0.033,7934,5153,32.0,0.21,27114,5579,2442,0.052,8697,9575,27.0,0.165,30740,5994,1537,0.059,7466,8750,31.5,0.18,34071,1959,2281,0.05,7386,7509,31.5,0.18,37920,5068,542,0.038,6832,498,22.0,0.205,41549,6070,6101,0.038,5904,1538,23.0,0.2,44772,186,7,0.048,4387,9538,32.0,0.185,48470,6875,4651,0.056,8718,8693,30.0,0.185,52160,959,4168,0.048,2726,6713,22.5,0.16,55898,2553,8138,0.038,9679,7842,29.0,0.17,59517,6384,6367,0.048,1977,9982,30.0,0.165,62811,5030,5449,0.041,7200,1748,31.5,0.16,66638,1899,4942,0.033,7683,137,23.0,0.18,70014,5257,7610,0.043,4014,4735,30.0,0.165,73981,3938,4841,0.046,2271,3817,22.5,0.2,77323,1672,2110,0.039,34,1800,27.0,0.165,81093,1771,8406,0.035,7820,3777,31.5,0.17,84641,7865,3570,0.032,7835,8112,22.5,0.195
83,1810,5897,8772,0.054,5807,4520,31.5,0.2,5321,4747,7659,0.052,2599,2805,30.0,0.19,9119,952,4678,0.051,881,5357,30.0,0.16,12588,5465,5018,0.048,898,2544,27.0,0.205,16245,3287,1499,0.05,7133,6765,29.0,0.17,19931,3472,5113,0.056,3515,2190,30.0,0.18,23503,187,5012,0.058,2690,4561,31.5,0.205,27132,2670,5764,0.053,4819,7648,31.5,0.2,30785,3713,8624,0.039,4947,6308,23.0,0.195,34150,4210,6973,0.043,844,1218,22.5,0.185,37949,3265,3287,0.051,2306,5846,23.0,0.18,41555,2703,7475,0.048,8113,5016,29.0,0.17,44798,1306,4495,0.055,2542,6571,30.0,0.16,48516,8638,8028,0.058,1538,3250,27.0,0.16,52211,5995,2309,0.055,1635,7876,27.0,0.21,55905,6397,718,0.031,1211,7844,27.0,0.18,59537,3680,2283,0.035,5341,9733,23.0,0.165,62881,8526,5290,0.058,7730,2366,26.5,0.205,66667,2753,6372,0.053,8312,6325,27.0,0.205,70058,2290,301,0.034,1449,8596,22.0,0.2,73984,6594,1585,0.053,8625,3922,29.0,0.21,77343,2697,1740,0.036,2726,2040,29.5,0.195,81094,3449,388,0.031,3598,5234,31.5,0.16,84641,998,1589,0.056,6264,1988,22.0,0.2
84,1814,3858,6205,0.036,2467,9882,22.0,0.17,5336,175,2097,0.041,256,2259,30.0,0.19,9135,2489,2028,0.055,2435,5036,30.0,0.205,12589,7124,6203,0.04,9215,518,32.0,0.19,16250,2562,5402,0.052,8377,1594,23.0,0.2,19941,8927,7099,0.035,9611,8926,30.0,0.195,23546,2970,3457,0.053,2046,9376,32.0,0.16,27134,4167,5923,0.048,4206,475,30.0,0.2,30814,8828,2236,0.054,4961,7599,29.5,0.205,34202,4976,3775,0.048,8692,6674,31.5,0.21,38016,5387,7901,0.046,6665,4849,31.5,0.16,41557,2479,6909,0.038,445,3532,27.0,0.2,44854,7832,2755,0.03,8580,9105,29.0,0.185,48525,8713,7973,0.046,1092,1852,22.0,0.16,52232,5821,1330,0.038,9270,7249,23.0,0.185,55906,3055,3089,0.031,729,8554,32.0,0.19,59546,3764,8442,0.031,5321,7758,22.0,0.19,62912,6594,5022,0.047,7343,2497,29.5,0.185,66673,2682,1680,0.033,1296,6739,32.0,0.19,70117,1129,7031,0.041,1030,639,29.0,0.18,74002,8812,3140,0.042,707,1617,30.0,0.21,77356,587,3411,0.049,7448,2733,32.0,0.18,81116,2324,2633,0.041,6413,9575,23.0,0.2,84661,4177,4941,0.043,5185,3602,23.0,0.16
85,1835,8570,6446,0.043,7379,3013,26.5,0.205,5363,3723,1070,0.048,4022,4829,23.0,0.21,9138,1105,5840,0.032,8966,1369,31.5,0.185,12630,3255,5781,0.059,1793,5603,32.0,0.195,16322,6994,801,0.058,1808,3797,31.5,0.2,19943,4039,7770,0.034,3072,7905,31.5,0.205,23556,7054,8248,0.058,6439,3458,26.5,0.16,27156,948,4420,0.058,1502,1553,29.5,0.2,30835,6663,1442,0.035,833,3566,23.0,0.21,34202,6029,2344,0.041,737,4362,27.0,0.205,38023,7490,2595,0.036,1152,2899,22.5,0.185,41576,1108,7973,0.034,7453,3107,31.5,0.19,44882,8041,3437,0.05,3793,6927,30.0,0.2,48576,5090,8660,0.045,8432,1756,22.0,0.21,52236,5963,7225,0.041,2742,2597,23.0,0.18,55970,1534,6000,0.049,7257,8372,23.0,0.21,59554,7797,4761,0.043,8697,1045,26.5,0.18,62919,8495,2475,0.041,8348,8992,29.0,0.195,66680,3516,5304,0.047,2817,2934,31.5,0.17,70121,8423,5745,0.034,4593,9206,23.0,0.21,74037,411,4844,0.041,1974,395,30.0,0.19,77404,1952,3530,0.038,7100,6878,32.0,0.19,81116,3914,269,0.047,3492,6223,29.0,0.18,84705,381,5370,0.037,4492,5377,30.0,0.21
